ID,Name,Age,Gender,Email,Phone_Number,City,Department,Salary,Joining_Date,Experience_Years,Performance_Score,Manager_ID,Work_Location,Bonus_Percentage,Remote_Onsite
13145,Walter Flores Jr.,65,female,brian59@rojas.com,(625)865-7933,mumbai,IT ,79747.41,2025-01-15,17.0,4,10034.0,Mmbai,1.0,onsite
10033,Heather Cox,48,male,isanchez@henderson-patel.com,001-834-087-8844x14096,Chennai,,84431,2019-04-17,14.0,Good,10006.0,Mmbai,-10.0,Onsite
17035,Jonathan Johnston,24,M,awright@brown-medina.biz,293-534-9421x5458,Chennai,Marketing,125172,2022-09-26,20.0,Good,10065.0,Delhi,19.0,
13628,Stephanie Haley,44,Female,awatts@rose-henderson.com,461-978-8844,mumbai,IT,60385,11/10/2025,11.0,Excellent,10051.0,,6.0,remote
14045,Stephanie Taylor,56,,rachel72@hotmail.com,2605554782,mumbai,hr,135933,2020-11-17,12.0,1,10083.0,Mmbai,30.0,onsite
15993,Paul Haynes,64,F,daniellegill@gmail.com,407.085.0361,Chennai,Operations,116508,2024-05-26,1.0,,10034.0,Delhi,11.0,Onsite
13335,Erin Mills,54,F,trodriguez@hotmail.com,235.604.1636x6923,mumbai,HR,79176,2024-05-27,18.0,2,10054.0,,28.0,onsite
17389,Daniel Martinez,52,Unknown,robertsonharold@hotmail.com,(751)135-7176x65334,mumbai,Marketing,63228,2019-06-11,15.0,4,10079.0,Mumbai,8.0,onsite
19452,Andrew Alexander,23,male,abennett@collins-newman.com,+1-415-431-5227x7582,Bangalore,,137173,2024-08-29,10.0,Excellent,10091.0,Bangalore,30.0,remote
13017,Marie Taylor,28,F,lance45@hotmail.com,+1-555-694-0560x49080,Chennai,sales,86678,2018-02-04,1.0,4,10014.0,Bangalore,16.0,Remote
19486,Rebecca Ramos,51,Male,coleeverett@hotmail.com,694.888.9498,Hyderabad,Financ,63326,2025-05-31,0.0,5,10069.0,Mumbai,17.0,Hybrid
15059,Kathleen Young,61,male,jonathanjones@peterson.com,(178)915-2269x0746,Chennai,hr,31451,04/09/2016,13.0,Poor,10022.0,Delhi,12.0,Hybrid
14063,Christine Gardner,-5,M,ngrimes@duncan.com,209.853.8112,Delhi,sales,117768,2025-04-10,19.0,Excellent,10011.0,Chennai,3.0,Hybrid
17482,Lisa Kramer,50,Male,medinasean@lucero.net,(054)152-9119x38021,mumbai,Financ,72574,2018-09-13,12.0,5,10015.0,Chennai,15.0,Hybrid
19009,Rebecca Wade,39,,brandy00@hotmail.com,(041)305-4420,delhi,Finance,,2024-07-11,19.0,Excellent,10031.0,Bangalore,17.0,remote
19763,Maurice Brown,31,female,torressean@yahoo.com,0345786685,Chennai,hr,82262,2017-10-02,1.0,,10018.0,Delhi,11.0,Hybrid
14561,Angela Smith,24,,oneillmark@thomas-fernandez.biz,001-297-440-6138x840,Delhi,HR,103311,2023-13-40,11.0,,10051.0,Bangalor,16.0,Onsite
10726,Paul Schroeder,23,male,jessica06@yahoo.com,376-927-3175x6528,Delhi,Marketing,40881,2018-04-09,1.0,3,10037.0,Bangalor,25.0,remote
16651,Pamela Hawkins,21,Unknown,jennifer81@gmail.com,295.922.1617,Bangalor,Operations,135639,2016-02-24,2.0,Good,10047.0,Bangalor,23.0,remote
19162,Daniel Sims,28,male,maurice29@calderon.info,(099)675-5325,Delhi,Finance,124638,2019-10-06,19.0,3,10069.0,Bangalor,0.0,remote
11230,Joseph Fleming,60,male,suttonrobin@yahoo.com,(166)024-6839,Bangalor,sales,98142,2022-01-13,16.0,Good,10022.0,Mumbai,14.0,Remote
14596,Tara Scott,56,Female,david66@hotmail.com,670-399-2719x438,,Sales,48400,2024-07-24,16.0,5,10011.0,Mumbai,7.0,
15369,Jennifer Ali,19,,prusso@hotmail.com,001-712-887-6117x58656,Chennai,Financ,136932,"Jul 03, 2023",16.0,,10044.0,Bangalor,3.0,Remote
13732,Annette Ochoa,38,,upacheco@yahoo.com,(398)565-9257,Hyderabad,Financ,3110119,2018-05-16,15.0,4,10081.0,,18.0,Hybrid
17869,Becky Marquez,64,M,josephharrington@hotmail.com,360.956.9002x31700,mumbai,sales,50617,20/01/2022,9.0,Poor,10052.0,Mumbai,13.0,Hybrid
18824,Kelsey Carrillo,58,Male,jmyers@yahoo.com,676.987.4947,delhi,Sales,143296,2019-09-02,2.0,4,10021.0,Mmbai,14.0,Remote
14822,Tanya Green,56,Male,icisneros@yahoo.com,785-577-7652,mumbai,Marketing,110594,2020-03-11,19.0,5,10094.0,Bangalore,30.0,onsite
10283,Roberto Anderson ,54,,dfry@yahoo.com,4133189287,Chennai,Financ,114304,2025-02-18,10.0,Poor,99999.0,Mmbai,22.0,Hybrid
14547,Kevin Riley,43,female,juliebradley@yahoo.com,(905)190-1607,Chennai,Financ,89502,2016-09-21,14.0,1,10009.0,Mumbai,23.0,onsite
12629,James Velazquez,20,F,zfisher@gmail.com,134.230.4006x369,Delhi,,37977,2020-01-14,10.0,5,10076.0,Chennai,13.0,Remote
16600,Judy Wilson,39,female,courtney63@johnson-sullivan.com,001-087-738-4607,delhi,,114472,2019-05-30,3.0,Poor,10098.0,,22.0,remote
10930,Marcus Jones,60,,eduardo14@hotmail.com,001-333-353-3881,delhi,Sales,64783,"Feb 08, 2021",20.0,Poor,10094.0,Bangalor,27.0,
12299,William Lewis,55,,myersmadison@yahoo.com,001-866-803-4836,Chennai,Financ,118997,2020-09-10,4.0,2,10038.0,,17.0,remote
18099,Amanda Greene,46,,pamela39@solis.com,+1-351-102-9274x147,Mmbai,HR,128428,"Oct 06, 2018",1.0,Poor,10041.0,Delhi,21.0,
19732,Jacqueline Morton,54,M,dcarter@gmail.com,427-213-2129,Delhi,Financ,,2020-03-07,19.0,,10088.0,Hyderabad,24.0,remote
13913,John Humphrey,37,male,paulkelly@yahoo.com,0342724472,Bangalore,Financ,115384,2021-02-06,1.0,1,10064.0,Bangalor,25.0,onsite
13259,Virginia Bullock,36,Female,jodi36@gmail.com,(259)088-4199,Bangalore,hr,90104,2022-06-30,9.0,Good,10002.0,Bangalor,26.0,Remote
18836,Maureen Lawrence,47,male,ethomas@chapman.com,(934)138-9395x90698,mumbai,sales,46395,2021-03-04,7.0,1,99999.0,Hyderabad,1.0,onsite
19380,Ronald Nelson,38,,istevenson@golden.com,770-766-1194,mumbai,sales,70320,2016-06-25,-1.0,1,10063.0,,9.0,onsite
18458,Seth Frank,52,,kimberly58@hotmail.com,760.747.6267,,Sales,141478,2022-01-04,18.0,3,10002.0,,0.0,Remote
15830,Alison Hill,57,Female,michaelmoran@hotmail.com,069-784-8098x1695,Chennai,hr,44478,,10.0,,10018.0,Mumbai,18.0,
16863,Andre Thompson,58,male,corey61@montoya.org,001-083-789-4926x3790,Bangalor,Marketing,31067,2016-05-30,10.0,Good,10009.0,Delhi,29.0,Remote
11250,Erik Spencer,34,F,traceyvelez@calderon.com,500-627-0769x60978,Bangalore,HR,,2023-09-24,1.0,5,10025.0,Mumbai,21.0,remote
14219,Timothy Scott,62,female,james42@price-crane.net,6500222465,Bangalor,Finance,35176,2025-03-12,14.0,5,10046.0,Chennai,8.0,Hybrid
13749,Joseph Hines,24,F,curtiscarlos@reynolds-warren.org,139-552-7850,Hyderabad,Financ,90861,2021-04-30,6.0,2,10045.0,Mumbai,11.0,Onsite
10526,Michael Thomas MD,twenty,,usmith@hotmail.com,7399364207,Delhi,Marketing,103748,2023-06-24,10.0,Poor,10037.0,,30.0,Onsite
15094,Morgan Miller,58,,xdavis@marshall.net,505.340.1119,delhi,HR,88050,2016-07-27,5.0,5,10054.0,,26.0,onsite
17840,,45,male,matthew60@hotmail.com,001-236-257-4722x249,mumbai,IT ,119946,2020-02-09,11.0,Excellent,10065.0,Mumbai,25.0,remote
17470,Danny Alvarado,19,F,browneric@gmail.com,(693)991-2511,Hyderabad,hr,42002,2019-06-29,18.0,4,10003.0,Mmbai,2.0,onsite
19607,Michael Gutierrez,42,Male,reillylogan@alexander.com,766-112-9926x77491,Mmbai,Marketing,147171,2023-03-01,13.0,1,10000.0,Bangalore,9.0,Onsite
17467,Terrance Bowman,65,Male,angela71@yahoo.com,837-440-8745,,Operations,30341,2021-10-11,14.0,2,10048.0,Hyderabad,20.0,remote
19204,Eric Mejia,27,Unknown,guerrerojeffrey@yahoo.com,001-250-283-8795x21574,Mmbai,Sales,80988,2025-08-25,0.0,Poor,10064.0,Delhi,30.0,Hybrid
11086,Tina Vaughn,57,M,angela27@gmail.com,656-968-0887,delhi,Sales,135729,2020-07-03,5.0,2,10078.0,Bangalor,27.0,remote
16354,Christopher Allen,65,M,garciamary@anderson-knight.com,(662)426-3051,Mumbai,HR,42306,,3.0,Poor,10054.0,Mumbai,22.0,Onsite
12092,Benjamin Lowe,38,F,phillip22@hotmail.com,370.970.3376,Mmbai,sales,32089,2024-04-27,0.0,Good,10060.0,Mmbai,4.0,Hybrid
12217,Ashley Jones,58,Unknown,nicolenash@gmail.com,(201)426-6633,Hyderabad,Marketing,122496,2016-03-31,4.0,3,10051.0,Bangalor,1.0,remote
18346,,25,Unknown,spenceamy@james-jackson.com,(820)532-7148x298,Chennai,Sales,67958,08/11/2017,2.0,Excellent,10038.0,Hyderabad,26.0,onsite
10856,Christine Byrd,49,,michael78@gmail.com,(285)054-9419x5925,Bangalore,hr,41669,2025-10-17,20.0,2,10002.0,Mmbai,3.0,
14713,Cassandra Cobb,58,female,markrobinson@baldwin.com,(238)123-5255x6859,Hyderabad,Sales,67448,2023-13-40,0.0,3,10020.0,Chennai,14.0,Remote
17675,Ryan Gross,45,male,michael91@kelly-richards.com,748.173.7334,Chennai,Marketing,95347,2017-08-22,0.0,Poor,10063.0,Mmbai,2.0,
17902,Nancy Rodriguez,55,M,vargastamara@hotmail.com,913-463-8173x31034,Delhi,IT ,84365,2018-08-14,18.0,3,10016.0,Hyderabad,20.0,Hybrid
19868,Sonya Malone,58,Male,robertcardenas@hotmail.com,(735)007-0083,Bangalore,Marketing,81907,2022-12-10,4.0,2,10082.0,Delhi,13.0,Onsite
11388,Lisa Wilson DVM,44,,kellyjessica@yahoo.com,449.404.1753,Bangalor,Financ,40435,2017-11-29,9.0,Good,10076.0,Mmbai,27.0,Remote
14353,Wayne Hoffman,63,female,jeffrey56@yahoo.com,599-330-3362x06189,Bangalor,Operations,105975,2018-06-24,7.0,3,10072.0,Chennai,28.0,Remote
11061,Samantha Lin,44,Male,ncobb@yahoo.com,540-369-6048,Mumbai,hr,77214,2023-05-10,10.0,Poor,10018.0,Bangalor,4.0,onsite
15501,Kyle Greene,45,Male,jennifer04@snyder.net,001-191-859-5440x268,Mmbai,Finance,97947,2024-12-08,20.0,Excellent,10090.0,Chennai,16.0,
18680,Stephanie Hood,26,Unknown,jfletcher@watson.com,994-147-4564,Bangalore,,100915,2023-11-29,19.0,3,10064.0,Mmbai,16.0,Onsite
10299,Edward Morgan,18,,mooreraymond@hernandez.com,(040)999-9433x859,Mmbai,hr,121113,2019-03-05,11.0,2,10008.0,Delhi,17.0,onsite
13306,Richard Brandt,30,F,halljames@yahoo.com,261.961.1165,Mmbai,Operations,64533,2025-09-22,16.0,Poor,10095.0,Mmbai,6.0,onsite
11115,Eric Ward,40,male,patrickmyers@peterson-fields.com,001-780-675-4346x830,Bangalor,Operations,50027,2023-06-20,4.0,3,10089.0,Mumbai,16.0,Hybrid
11179,,21,F,cmurray@hotmail.com,614-670-2368x7018,mumbai,sales,76375,2016-12-18,7.0,3,10055.0,,3.0,Hybrid
12783,Steven Howard,44,F,suzanne74@yahoo.com,251-945-1457x66075,Mmbai,sales,97853,"Jan 11, 2018",17.0,Poor,10085.0,Delhi,15.0,remote
18333,Robert Stone,52,Female,,702-485-2734x299,Mmbai,IT,87701,2017-09-07,15.0,,10020.0,Mmbai,16.0,remote
11178,Casey Yates,40,male,,597.763.8841x2197,Hyderabad,Finance,88308,2017-03-06,12.0,4,10043.0,Bangalore,29.0,Hybrid
12213,Kylie Hunt,46,male,garyrivas@yahoo.com,291-315-6757,Bangalor,Financ,84973,2025-01-05,12.0,5,10063.0,Bangalore,3.0,
16601,Kevin Sweeney,35,,yschmidt@wall-adams.biz,161-786-1588,,HR,84816,2023-10-14,2.0,Excellent,10062.0,Bangalor,8.0,Hybrid
18294,Sharon Weaver,57,male,angelalane@yahoo.com,001-193-619-3809x06625,Mmbai,Operations,126753,2017-05-10,8.0,Poor,10063.0,Mumbai,15.0,onsite
16312,Karen Smith,36,Female,timothy30@hotmail.com,317.809.5451x382,Bangalor,hr,78574,2021-02-21,6.0,,10008.0,Bangalor,10.0,onsite
13000,Darrell Manning,64,Unknown,bmaxwell@hotmail.com,217.517.0058x4706,Mmbai,Operations,94320,2017-09-02,17.0,Good,10027.0,Mmbai,8.0,
12855,Andrew Fisher,57,male,leemonica@hart.com,008.419.9362x4463,Hyderabad,IT,₹49253,2018-05-06,4.0,5,10085.0,Bangalor,15.0,Remote
14920,Dana Gray,62,M,qdavis@hotmail.com,277-959-5731x5193,Mmbai,HR,76248,"Aug 10, 2020",14.0,5,10093.0,Chennai,5.0,Hybrid
19001,Linda Taylor,18,Male,susankim@hotmail.com,(402)131-4221,Hyderabad,IT,74810,06/05/2017,13.0,1,10073.0,Bangalore,-10.0,onsite
15801,Dana Alvarez,54,F,allenlinda@yahoo.com,001-982-864-8151x655,Chennai,Sales,104820,2017-09-30,50.0,Poor,10059.0,Delhi,23.0,Remote
12718,Erin Velez,54,male,coreysnyder@cox.com,001-979-847-2028x08320,Bangalore,hr,92137,2016-05-26,17.0,5,10000.0,Mumbai,30.0,Hybrid
17931,Erin Miller,50,male,kelli89@gmail.com,001-650-475-3031,mumbai,Marketing,53973,2018-10-20,2.0,Excellent,10063.0,Delhi,8.0,
16769,Anna Townsend,34,Unknown,michellethomas@mays-palmer.com,(118)309-0239,,IT,35569,2024-02-25,25.0,,10042.0,Mmbai,8.0,Onsite
14834,Colleen Huerta,61,F,timothy77@francis.com,,Bangalore,Financ,56748,04/01/2018,8.0,Good,10017.0,Bangalor,21.0,remote
11005,Mrs. Yvonne Chavez,43,M,hcarpenter@osborne-miranda.net,601-053-3229,Mumbai,,61491,2017-08-12,18.0,,10067.0,,128.0,remote
13843,Wendy Brooks,24,M,wendy11@hotmail.com,166.997.5253,Delhi,hr,69947,2021-02-22,20.0,3,10034.0,Bangalor,30.0,Remote
10345,Jimmy Brown,45,F,rcampbell@hotmail.com,(438)778-1238x430,Bangalor,Financ,108126,2020-04-28,2.0,1,10063.0,Delhi,14.0,
11797,Peter Roberts,23,Female,msmith@davis.org,001-752-037-7863x8152,Hyderabad,IT ,112474,2017-05-02,15.0,,10085.0,Bangalor,29.0,onsite
13633,Anthony Williams,62,F,gonzalezdaniel@hotmail.com,194.307.9168x8728,delhi,sales,41703,2016-12-18,4.0,4,10068.0,Mmbai,30.0,
10632,Aaron Price,38,M,karihopkins@martinez.com,(918)074-7924,Mumbai,Financ,131931,2022-09-01,18.0,Good,10032.0,Bangalore,17.0,
13828,Charlene Russell,40,Female,pjones@hotmail.com,001-754-710-2363x5199,,Finance,71297,06/03/2017,10.0,4,10005.0,Bangalor,14.0,remote
12413,Carl Phillips,49,male,john86@floyd.com,579.263.0063x36906,Mumbai,Operations,88250,2025-07-29,11.0,Excellent,10035.0,Delhi,18.0,
19541,Zachary Lawrence,53,female,peggyrodriguez@hoffman.net,001-697-138-1605x018,Chennai,Financ,71765,2019-03-03,7.0,1,10021.0,Delhi,13.0,onsite
14540,Jessica Jones,19,,evanstaylor@saunders.com,001-344-624-6162x99117,Chennai,,102047,2025-07-06,9.0,,10083.0,Mmbai,4.0,Hybrid
14705,Monica Martinez,58,M,dale56@leblanc-washington.info,836.448.4954x61134,Hyderabad,Marketing,56545,2022-01-31,11.0,5,10012.0,Mmbai,17.0,onsite
10200,David Roberts,24,female,george70@thomas.info,834-395-5264,mumbai,Operations,124466,2023-13-40,1.0,Good,10099.0,Bangalore,13.0,Remote
13905,Laura Townsend,60,Unknown,harrisstephen@pena.net,113.138.4153,Mumbai,HR,100066,2017-10-28,16.0,Excellent,10030.0,Chennai,10.0,onsite
19545,Samuel Welch,20,,kathleencummings@gmail.com,487.576.6170x962,,Sales,69956,2017-02-26,1.0,2,10040.0,Mumbai,4.0,onsite
10028,Alexandra Olson,58,M,whitecheryl@thomas-wade.com,001-752-531-6979,,hr,80575,2024-06-18,10.0,,10070.0,,8.0,Hybrid
18673,Mason Watson,42,male,rwilson@hotmail.com,001-662-769-5506,delhi,sales,92754,2022-12-13,11.0,Poor,10068.0,Bangalore,25.0,onsite
13438,Bonnie Rodriguez ,40,Male,clinton46@abc.org,001-427-372-3738x86446,mumbai,Marketing,62900,2020-10-17,20.0,4,10042.0,Mumbai,19.0,onsite
13313,Bryan Porter,45,Male,wolfedonna@daniels.com,483-599-1613,delhi,sales,132725,2023-01-22,14.0,Excellent,10056.0,,20.0,onsite
10141,Crystal Brown,36,F,pamela20@yahoo.com,001-580-532-5739x137,Bangalore,Operations,71267,2022-02-09,7.0,1,10078.0,,9.0,Remote
12779,Victoria Douglas,50,male,,741-914-7552x2692,Chennai,Finance,43049,05/01/2024,13.0,1,10099.0,Bangalore,17.0,remote
13318,James Quinn,-1,male,sandra87@scott.org,+1-176-519-6055,Delhi,Marketing,65219,2024-10-27,16.0,3,10051.0,Delhi,15.0,Remote
10335,Michelle Gill,57,Female,erikaboyd@hotmail.com,209.566.9744x969,Delhi,Operations,147112,2020-04-14,14.0,4,10012.0,Mumbai,28.0,remote
17494,Melissa Hancock,44,,kristinscott@yahoo.com,777-622-8283x9020,Delhi,,47629,2022-07-30,13.0,4,10081.0,Bangalor,9.0,onsite
12428,Carrie Young,45,Male,iwhite@yahoo.com,(723)210-4051x91994,Bangalore,,145041,2019-10-14,8.0,2,10037.0,,21.0,Remote
15504,Melissa Bradley,36,Female,bakernathan@mills-lopez.com,001-072-900-3286x83685,Hyderabad,Finance,35813,2018-10-01,1.0,2,10083.0,Bangalore,6.0,onsite
15714,Marcus Mathews,24,Unknown,charlescalvin@chavez.org,638.214.9759x19858,Mmbai,Marketing,147404,"Feb 10, 2017",9.0,Excellent,10062.0,Mumbai,21.0,Remote
19308,Jeremy Davis,27,male,crystalhill@hotmail.com,258.492.6149,Chennai,IT ,50536,2016-11-06,16.0,,10022.0,Mmbai,4.0,remote
12983,Jose Horne,20,,brownthomas@stone.com,(993)954-2508,Bangalore,HR,112597,,16.0,Good,10083.0,Mmbai,12.0,Hybrid
18996,Caleb Jenkins,59,female,lauren38@gmail.com,+1-218-111-2581x01514,Mumbai,HR,132398,2019-06-19,13.0,Excellent,10082.0,Mmbai,131.0,remote
19695,Thomas Hanna,55,female,shannonpope@moran.net,4235311378,Mmbai,Finance,109288,2022-03-19,4.0,Excellent,10032.0,,10.0,Onsite
13732,Emily Rodriguez,200,Unknown,dpearson@cunningham.com,898-407-8221x1578,Chennai,Finance,43181,2021-04-01,18.0,Good,10006.0,Chennai,10.0,Remote
10892,Theresa Patel,42,male,michael92@hotmail.com,7785807526,Bangalore,Finance,106982,2022-01-29,20.0,1,10016.0,Chennai,3.0,remote
13070,Douglas Wilkins,27,male,christine04@cervantes-smith.info,661-350-1597x8499,Hyderabad,sales,122275,"Apr 20, 2025",25.0,5,10007.0,Mmbai,21.0,Remote
10852,Donna Meyer,25,,molinascott@hotmail.com,915.506.9477,mumbai,Financ,123570,2025-05-20,7.0,4,10062.0,Hyderabad,70.0,Onsite
14081,Erica Martin,38,,helen91@hotmail.com,001-875-519-1006x242,delhi,IT,119974,2016-11-15,8.0,3,10095.0,Chennai,12.0,
13590,Benjamin Lynch,27,F,anthonywilliams@sloan-dillon.com,335.089.9560x744,Mumbai,,115149,2018-03-20,1.0,5,10060.0,Delhi,26.0,remote
15550,William Williams,35,M,walkerscott@yahoo.com,(272)669-2945,mumbai,hr,₹166869,2017-07-11,1.0,4,10064.0,Delhi,,Hybrid
11132,Kathleen Garcia,34,M,whitekelly@marks.com,001-735-753-8658x278,mumbai,IT ,114229,2017-07-09,14.0,1,10051.0,Hyderabad,65.0,Remote
18210,Tammy Sanders,28,male,brooke23@cummings-ward.biz,+1-145-739-8633,,Financ,76610,2016-08-24,15.0,3,10049.0,Hyderabad,2.0,Hybrid
16218,Shannon Reyes,28,,jeffreychandler@smith-lucas.com,384.085.4464x1054,delhi,Marketing,87469,"Dec 26, 2017",2.0,Excellent,10016.0,Chennai,-10.0,Hybrid
14237,Charles Shaw,23,,smithdaniel@henderson.com,0642124421,Bangalore,sales,35414,2019-02-21,18.0,5,10061.0,Bangalore,14.0,
14856,John Johnson,37,F,madeline92@robinson.com,+1-131-604-7157,Bangalor,Sales,72117,2025-03-29,20.0,Good,10039.0,Bangalore,21.0,
11661,Natalie Padilla,35,Male,michael31@hotmail.com,312-134-2451x00067,delhi,,127813,2024-11-14,0.0,1,10031.0,Bangalor,14.0,onsite
13298,Barry Scott,53,Female,icarter@hotmail.com,596-405-6099x2393,Delhi,sales,94415,2023-13-40,13.0,5,10002.0,Bangalore,8.0,onsite
11352,Michael Pace,27,female,bellolivia@yahoo.com,221-853-6652,Delhi,Operations,101223,2020-02-22,0.0,Good,10076.0,Mmbai,29.0,
15737,Stephanie Anderson,64,F,david69@johnson.com,134-163-7346x80572,Bangalore,Sales,74953,2020-02-06,18.0,1,10018.0,Delhi,25.0,remote
13170,Dwayne Johnson,37,M,jacksondavid@gmail.com,475-353-4646x9795,Delhi,sales,137723,2019-02-20,0.0,2,10085.0,Bangalor,26.0,onsite
14642,Robert Wilson,24,F,chelsea31@yahoo.com,053-646-7546x02149,Mumbai,,77873,2024-02-02,19.0,1,10068.0,,14.0,
12020,Casey Robertson,45,Female,joseph30@webster.biz,001-644-937-5286x36912,Bangalor,Operations,76226,2017-10-31,15.0,2,10096.0,Mumbai,23.0,onsite
15776,Mr. Allen Murray,34,female,udennis@gmail.com,001-321-328-6144x8433,Mmbai,Operations,131883,2017-08-19,13.0,4,88888.0,Chennai,30.0,onsite
10728,Clayton Barajas,63,male,kelly79@hotmail.com,4774179049,Bangalor,Operations,145367,2024-06-16,18.0,Good,10003.0,Mmbai,3.0,remote
15978,Austin Gutierrez,47,M,todd30@scott.org,001-935-811-4729x917,Mmbai,Marketing,39345,2023-03-15,12.0,Poor,10007.0,Delhi,11.0,remote
10561,Emily Gibson,19,Female,allenpotter@yahoo.com,001-777-750-7912x128,Chennai,hr,86717,2025-05-21,16.0,Excellent,10065.0,Bangalore,17.0,onsite
13510,Robert Peters,30,,robertbutler@yahoo.com,001-830-909-5264,delhi,Operations,32953,2020-09-08,8.0,,10001.0,Chennai,23.0,Onsite
19072,Stephanie Giles,23,F,laura37@klein-harrison.com,051.085.6789x918,Bangalor,hr,120596,2023-04-05,13.0,,10052.0,Mumbai,3.0,Remote
14731,Billy Chambers,31,Male,amberhooper@yahoo.com,(732)762-4865x40164,Bangalore,IT,106940,2025-12-04,2.0,Poor,10085.0,,10.0,Remote
18816,Andrew Esparza,51,F,jeffrey98@yahoo.com,713.839.7456,Mumbai,hr,71031,2024-03-27,15.0,Good,10024.0,Mmbai,17.0,Remote
19915,Shannon Davis,-1,,frederick99@gmail.com,850.244.8505,Mumbai,hr,146077,2019-02-23,2.0,Excellent,10019.0,Delhi,28.0,Remote
19259,Jessica Watts,24,Male,wrightjohn@hall.biz,206.145.0897x87697,Hyderabad,,97126,2018-02-15,9.0,Good,10067.0,Mumbai,25.0,Remote
17912,Allen Thomas,45,Unknown,michelle91@yahoo.com,(445)945-7649x34270,Chennai,IT,47273,2017-04-25,9.0,1,10060.0,Mmbai,23.0,Remote
13556,Zachary Rogers,50,Unknown,johnparker@smith.com,193-407-8202,delhi,IT ,130410,2023-08-05,16.0,4,10005.0,Mmbai,10.0,Onsite
10935,,33,female,stacyrasmussen@watson.com,+1-276-599-6223,Chennai,IT ,64048,2020-05-18,1.0,Poor,10063.0,Bangalor,22.0,onsite
19735,Amanda Frazier ,62,M,vmartinez@davis.com,001-710-743-9592x58459,delhi,sales,122107,2019-03-04,19.0,4,10000.0,Bangalore,12.0,Remote
11668,Luis Harris,49,M,jennifer31@gonzalez-garcia.biz,001-165-139-5026x7057,Bangalore,Sales,106757,2025-01-24,2.0,Poor,10064.0,Delhi,29.0,
18468,Tami Rose,36,M,,197.940.4727x304,Hyderabad,sales,128569,2024-09-27,14.0,Good,10003.0,Bangalore,0.0,
15117,Catherine Washington,39,M,johnchavez@yahoo.com,(150)933-0525x67418,Chennai,Operations,134729,2023-13-40,6.0,4,88888.0,Bangalore,14.0,Onsite
17735,Bryan Jensen,38,Unknown,jennifercoleman@gmail.com,+1-570-466-1558x50940,Bangalor,Financ,61272.94,2023-11-14,18.0,Good,10030.0,Mumbai,23.0,remote
18792,Eric Wilcox,52,male,allisonmurphy@fernandez.com,(444)843-3906,Hyderabad,IT ,92857,2018-11-03,1.0,Excellent,10044.0,Hyderabad,18.0,onsite
18669,Janet Yates,49,Male,eric32@yahoo.com,+1-089-592-6608,Bangalor,Financ,54357,2016-04-05,0.0,Excellent,10062.0,Mmbai,10.0,Onsite
17307,Ronald Alexander,64,Unknown,richardspencer@colon-hancock.com,(467)360-7213,Bangalore,HR,137268,2023-13-40,15.0,4,10090.0,,8.0,
19968,Albert Herrera ,38,F,huntpaige@roman.com,(638)895-5391x1484,mumbai,,83631,2025-01-16,8.0,3,10071.0,Chennai,13.0,onsite
14647,Christie Maynard,62,F,leon47@yahoo.com,(781)528-1977x562,Bangalore,,102721,2023-10-27,11.0,Good,10062.0,Mmbai,9.0,
10909,Joy Andrews,57,M,kennethobrien@gmail.com,001-175-241-3977x17216,Hyderabad,IT,58852,"Dec 09, 2025",11.0,Poor,88888.0,Hyderabad,15.0,Onsite
12192,James Hurley,58,female,gonzalezgloria@ross.net,001-473-416-4985,,Operations,141380,28/03/2023,13.0,5,10036.0,Mmbai,29.0,
14613,,60,male,harold01@gmail.com,676.539.6588,Mumbai,IT ,93585,2025-12-03,5.0,Excellent,10026.0,Bangalor,9.0,
17094,Karen Leonard,65,Female,campbellsamuel@thomas.com,+1-891-924-9817x84326,Delhi,Finance,88455,2018-12-04,,Good,10032.0,Bangalore,15.0,Onsite
18585,Dale Doyle,26,male,aprilroberson@jones.info,+1-811-323-4754x2640,,Operations,135027,2022-08-24,15.0,2,10003.0,Mmbai,8.0,Remote
15900,Dr. Michael Gonzalez,64,M,timothy95@wade-barrera.biz,620-093-8778x019,Mumbai,HR,40239,2020-05-01,17.0,4,10069.0,Delhi,,Hybrid
19474,Marie Pena,20,female,chad88@chapman.org,904-652-0986,Chennai,Finance,133674,2025-07-23,10.0,1,10009.0,Mumbai,15.0,remote
12832,Nancy Miller,50,Male,yolanda43@hotmail.com,001-858-481-1785x27999,Bangalore,,139637,2024-04-17,5.0,Excellent,10070.0,Chennai,30.0,Remote
18595,Carla Lowery,57,M,traviswalker@hotmail.com,,mumbai,hr,52056,2019-09-04,4.0,Poor,10066.0,Hyderabad,1.0,
16463,John Ford,21,Male,brian73@moore-cuevas.info,665-643-9862x516,Bangalore,Finance,88702,2025-01-28,8.0,4,10008.0,,16.0,
14972,Jeffrey Edwards,61,Female,alisonwilson@garcia-mcpherson.info,893.424.6387x204,Bangalor,Sales,117765,"Jun 03, 2019",14.0,Excellent,10098.0,Chennai,3.0,onsite
13080,Robert Stevens,54,Male,scottwatson@hotmail.com,+1-929-049-3186x749,Delhi,Sales,50480,2022-03-27,2.0,1,10009.0,Chennai,1.0,
15315,Jesse Gilmore,65,Female,marquezkimberly@yahoo.com,+1-135-318-0518x26506,Delhi,Finance,49360,2024-09-10,17.0,Poor,10092.0,Chennai,23.0,onsite
